Contribution_ID,Paper_ID,Paper_Title,Predicate_ID,Predicate_Label,Object_ID,Property_Type,Value,Availability%,Avail_Reason,Accessibility%,Access_Reason,Linkability%,Link_Reason,License%,Lic_Reason,Repo_Type,Ontology_Source,License_Name
R4986,R4978,BOUNCER: Privacy-Aware Query Processing over Feder,P4059,Has url,L3437,url,https://github.com/SDM-TIB/BOUNCER,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R4974,R4968,FedSDM: Semantic Data Manager for Federations of R,HAS_IMPLEMENTATION,implementation,L3435,url,https://github.com/SDM-TIB/FedSDM,100,Valid: has value,0,Not Valid: HTTP 404,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R4974,R4968,FedSDM: Semantic Data Manager for Federations of R,P1005,method,R4975,resource,a semantic data manager,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R4975,100,Inapplicable (not repo URL),,,
R4974,R4968,FedSDM: Semantic Data Manager for Federations of R,P1002,uses framework,R4966,resource,MULDER,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R4966,100,Inapplicable (not repo URL),,,
R4974,R4968,FedSDM: Semantic Data Manager for Federations of R,P1002,uses framework,R4965,resource,RDF molecule templates,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R4965,100,Inapplicable (not repo URL),,,
R4974,R4968,FedSDM: Semantic Data Manager for Federations of R,P4059,Has url,L3433,url,https://github.com/SDM-TIB/MULDER,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: No license found,github,,
R4999,R4993,Ontario: Federated Query Processing Against a Sema,P1005,method,R5003,resource,Data Catalysis and Sythesization approach,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R5003,100,Inapplicable (not repo URL),,,
R4999,R4993,Ontario: Federated Query Processing Against a Sema,P1005,method,R5002,resource,RDF Molecule Templates,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R5002,100,Inapplicable (not repo URL),,,
R4999,R4993,Ontario: Federated Query Processing Against a Sema,P4059,Has url,L3439,url,https://github.com/SDM-TIB/Ontario,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: GNU General Public License v2.0,github,,GNU General Public License v2.0
R5000,R4993,Ontario: Federated Query Processing Against a Sema,HAS_IMPLEMENTATION,implementation,R5004,resource,Ontario,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R5004,100,Inapplicable (not repo URL),,,
R5000,R4993,Ontario: Federated Query Processing Against a Sema,P4059,Has url,L3439,url,https://github.com/SDM-TIB/Ontario,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Valid: License: GNU General Public License v2.0,github,,GNU General Public License v2.0
R6051,R6050,A method for eliminating articles by homonymous au,url,url,L1267400,url,https://data.mendeley.com/datasets/9rw3vkcfy4/2,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6051,R6050,A method for eliminating articles by homonymous au,P2005,dataset,R6045,resource,Web of Science,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6045,100,Inapplicable (not repo URL),,,
R6051,R6050,A method for eliminating articles by homonymous au,METHOD,method,R6044,resource,Logistic regression,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6044,100,Inapplicable (not repo URL),,,
R6051,R6050,A method for eliminating articles by homonymous au,P33,approach,R3074,resource,Supervised learning,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R3074,100,Inapplicable (not repo URL),,,
R6070,R6069,Unsupervised author disambiguation using Dempster–,P20098,has description,L384141,literal,Used to analyse and cluster unlabeled datasets,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6070,R6069,Unsupervised author disambiguation using Dempster–,P7037,Description,L87000,literal,No citation data contained,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6070,R6069,Unsupervised author disambiguation using Dempster–,P7037,Description,L86999,literal,Uniquely flagged author names,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6070,R6069,Unsupervised author disambiguation using Dempster–,P7037,Description,L86998,literal,3.8 mil. publications,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6070,R6069,Unsupervised author disambiguation using Dempster–,P4059,Has url,L74016,url,https://dblp.uni-trier.de/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6070,R6069,Unsupervised author disambiguation using Dempster–,P2005,dataset,R6065,resource,DBLP,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6065,100,Inapplicable (not repo URL),,,
R6070,R6069,Unsupervised author disambiguation using Dempster–,METHOD,method,R6062,resource,Shannon entropy,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6062,100,Inapplicable (not repo URL),,,
R6070,R6069,Unsupervised author disambiguation using Dempster–,METHOD,method,R6061,resource,Dempster–Shafer theory,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6061,100,Inapplicable (not repo URL),,,
R6070,R6069,Unsupervised author disambiguation using Dempster–,P33,approach,R6001,resource,Unsupervised Learning,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6001,100,Inapplicable (not repo URL),,,
R6077,R6076,Exploiting citation networks for large-scale autho,url,url,L1267400,url,https://data.mendeley.com/datasets/9rw3vkcfy4/2,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6077,R6076,Exploiting citation networks for large-scale autho,P20098,has description,L384141,literal,Used to analyse and cluster unlabeled datasets,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6077,R6076,Exploiting citation networks for large-scale autho,P2005,dataset,R6045,resource,Web of Science,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6045,100,Inapplicable (not repo URL),,,
R6077,R6076,Exploiting citation networks for large-scale autho,METHOD,method,R6072,resource,2-step agglomerative clustering,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6072,100,Inapplicable (not repo URL),,,
R6077,R6076,Exploiting citation networks for large-scale autho,P33,approach,R6001,resource,Unsupervised Learning,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6001,100,Inapplicable (not repo URL),,,
R6101,R6100,A fast method based on multiple clustering for nam,P20098,has description,L384141,literal,Used to analyse and cluster unlabeled datasets,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6101,R6100,A fast method based on multiple clustering for nam,P7037,Description,L87000,literal,No citation data contained,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6101,R6100,A fast method based on multiple clustering for nam,P7037,Description,L86999,literal,Uniquely flagged author names,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6101,R6100,A fast method based on multiple clustering for nam,P7037,Description,L86998,literal,3.8 mil. publications,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6101,R6100,A fast method based on multiple clustering for nam,P4059,Has url,L74016,url,https://dblp.uni-trier.de/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6101,R6100,A fast method based on multiple clustering for nam,P2005,dataset,R6065,resource,DBLP,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6065,100,Inapplicable (not repo URL),,,
R6101,R6100,A fast method based on multiple clustering for nam,METHOD,method,L4110,literal,Hierarchical clusters of relations between authors and papers,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6101,R6100,A fast method based on multiple clustering for nam,P33,approach,R6001,resource,Unsupervised Learning,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6001,100,Inapplicable (not repo URL),,,
R6105,R6104,Robust hybrid name disambiguation framework for la,P7037,Description,L87000,literal,No citation data contained,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6105,R6104,Robust hybrid name disambiguation framework for la,P7037,Description,L86999,literal,Uniquely flagged author names,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6105,R6104,Robust hybrid name disambiguation framework for la,P7037,Description,L86998,literal,3.8 mil. publications,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6105,R6104,Robust hybrid name disambiguation framework for la,P4059,Has url,L74016,url,https://dblp.uni-trier.de/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6105,R6104,Robust hybrid name disambiguation framework for la,P2005,dataset,R6065,resource,DBLP,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6065,100,Inapplicable (not repo URL),,,
R6105,R6104,Robust hybrid name disambiguation framework for la,METHOD,method,L4121,literal,Web page genre identification based graph re-clustering,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6105,R6104,Robust hybrid name disambiguation framework for la,P33,approach,R3097,resource,Semi-Supervised Learning,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R3097,100,Inapplicable (not repo URL),,,
R6117,R6116,A Real-time Heuristic-based Unsupervised Method fo,P7037,Description,L87000,literal,No citation data contained,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6117,R6116,A Real-time Heuristic-based Unsupervised Method fo,P7037,Description,L86999,literal,Uniquely flagged author names,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6117,R6116,A Real-time Heuristic-based Unsupervised Method fo,P7037,Description,L86998,literal,3.8 mil. publications,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6117,R6116,A Real-time Heuristic-based Unsupervised Method fo,P4059,Has url,L74016,url,https://dblp.uni-trier.de/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6117,R6116,A Real-time Heuristic-based Unsupervised Method fo,P2005,dataset,R6065,resource,DBLP,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6065,100,Inapplicable (not repo URL),,,
R6117,R6116,A Real-time Heuristic-based Unsupervised Method fo,METHOD,method,R6113,resource,Unsupervised and Adaptive,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6113,100,Inapplicable (not repo URL),,,
R6117,R6116,A Real-time Heuristic-based Unsupervised Method fo,METHOD,method,R6112,resource,Heuristic-based,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6112,100,Inapplicable (not repo URL),,,
R6117,R6116,A Real-time Heuristic-based Unsupervised Method fo,P33,approach,R3097,resource,Semi-Supervised Learning,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R3097,100,Inapplicable (not repo URL),,,
R6130,R6129,Disambiguating authors in citations on the web and,P7037,Description,L87000,literal,No citation data contained,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6130,R6129,Disambiguating authors in citations on the web and,P7037,Description,L86999,literal,Uniquely flagged author names,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6130,R6129,Disambiguating authors in citations on the web and,P7037,Description,L86998,literal,3.8 mil. publications,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6130,R6129,Disambiguating authors in citations on the web and,P4059,Has url,L74016,url,https://dblp.uni-trier.de/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6130,R6129,Disambiguating authors in citations on the web and,P2005,dataset,R6065,resource,DBLP,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6065,100,Inapplicable (not repo URL),,,
R6130,R6129,Disambiguating authors in citations on the web and,METHOD,method,L4166,literal,Web and authorship correlations,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6130,R6129,Disambiguating authors in citations on the web and,P33,approach,R3097,resource,Semi-Supervised Learning,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R3097,100,Inapplicable (not repo URL),,,
R6140,R6139,Self-training author name disambiguation for infor,P7037,Description,L87000,literal,No citation data contained,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6140,R6139,Self-training author name disambiguation for infor,P7037,Description,L86999,literal,Uniquely flagged author names,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6140,R6139,Self-training author name disambiguation for infor,P7037,Description,L86998,literal,3.8 mil. publications,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6140,R6139,Self-training author name disambiguation for infor,P4059,Has url,L74016,url,https://dblp.uni-trier.de/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6140,R6139,Self-training author name disambiguation for infor,P2005,dataset,R6138,resource,SyGAR,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6138,100,Inapplicable (not repo URL),,,
R6140,R6139,Self-training author name disambiguation for infor,P2005,dataset,R6092,resource,BDBComp,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6092,100,Inapplicable (not repo URL),,,
R6140,R6139,Self-training author name disambiguation for infor,P2005,dataset,R6065,resource,DBLP,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6065,100,Inapplicable (not repo URL),,,
R6140,R6139,Self-training author name disambiguation for infor,METHOD,method,L4187,literal,"First pure clusters of data are found and model is trained, tested on them",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6140,R6139,Self-training author name disambiguation for infor,P33,approach,R3097,resource,Semi-Supervised Learning,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R3097,100,Inapplicable (not repo URL),,,
R6151,R6150,Author name disambiguation using a graph model wit,P7037,Description,L87000,literal,No citation data contained,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6151,R6150,Author name disambiguation using a graph model wit,P7037,Description,L86999,literal,Uniquely flagged author names,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6151,R6150,Author name disambiguation using a graph model wit,P7037,Description,L86998,literal,3.8 mil. publications,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6151,R6150,Author name disambiguation using a graph model wit,P4059,Has url,L74016,url,https://dblp.uni-trier.de/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6151,R6150,Author name disambiguation using a graph model wit,P2005,dataset,R6149,resource,Arnetminer,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6149,100,Inapplicable (not repo URL),,,
R6151,R6150,Author name disambiguation using a graph model wit,P2005,dataset,R6065,resource,DBLP,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6065,100,Inapplicable (not repo URL),,,
R6151,R6150,Author name disambiguation using a graph model wit,METHOD,method,L4214,literal,Graph Node Splitting & Merging,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6151,R6150,Author name disambiguation using a graph model wit,P33,approach,R6002,resource,Graph Approach,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6002,100,Inapplicable (not repo URL),,,
R6162,R6161,Evaluating the Use of Social Networks in Author Na,P7037,Description,L87000,literal,No citation data contained,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6162,R6161,Evaluating the Use of Social Networks in Author Na,P7037,Description,L86999,literal,Uniquely flagged author names,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6162,R6161,Evaluating the Use of Social Networks in Author Na,P7037,Description,L86998,literal,3.8 mil. publications,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6162,R6161,Evaluating the Use of Social Networks in Author Na,P4059,Has url,L74016,url,https://dblp.uni-trier.de/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6162,R6161,Evaluating the Use of Social Networks in Author Na,P2005,dataset,R6065,resource,DBLP,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6065,100,Inapplicable (not repo URL),,,
R6162,R6161,Evaluating the Use of Social Networks in Author Na,P2005,dataset,R6092,resource,BDBComp,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6092,100,Inapplicable (not repo URL),,,
R6162,R6161,Evaluating the Use of Social Networks in Author Na,P2005,dataset,R6160,resource,Cora,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6160,100,Inapplicable (not repo URL),,,
R6162,R6161,Evaluating the Use of Social Networks in Author Na,METHOD,method,L4230,literal,Syntactic relationship match function,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6162,R6161,Evaluating the Use of Social Networks in Author Na,P33,approach,R6002,resource,Graph Approach,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6002,100,Inapplicable (not repo URL),,,
R6186,R6185,On the combination of domain-specific heuristics f,P7037,Description,L87000,literal,No citation data contained,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6186,R6185,On the combination of domain-specific heuristics f,P7037,Description,L86999,literal,Uniquely flagged author names,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6186,R6185,On the combination of domain-specific heuristics f,P7037,Description,L86998,literal,3.8 mil. publications,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6186,R6185,On the combination of domain-specific heuristics f,P4059,Has url,L74016,url,https://dblp.uni-trier.de/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6186,R6185,On the combination of domain-specific heuristics f,P2005,dataset,R6184,resource,KISTI,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6184,100,Inapplicable (not repo URL),,,
R6186,R6185,On the combination of domain-specific heuristics f,P2005,dataset,R6092,resource,BDBComp,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6092,100,Inapplicable (not repo URL),,,
R6186,R6185,On the combination of domain-specific heuristics f,P2005,dataset,R6065,resource,DBLP,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6065,100,Inapplicable (not repo URL),,,
R6186,R6185,On the combination of domain-specific heuristics f,P33,approach,R6003,resource,Heuristic Approach,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6003,100,Inapplicable (not repo URL),,,
R6287,R6286,Template-based question answering over RDF data,HAS_IMPLEMENTATION,implementation,R224799,resource,question answering over Linked Data,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224799,100,Inapplicable (not repo URL),,,
R6287,R6286,Template-based question answering over RDF data,HAS_METHOD,method,R224737,resource,NLP techniques,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224737,100,Inapplicable (not repo URL),,,
R6287,R6286,Template-based question answering over RDF data,HAS_METHOD,method,R224792,resource,predicate detection,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224792,100,Inapplicable (not repo URL),,,
R6287,R6286,Template-based question answering over RDF data,HAS_METHOD,method,R224791,resource,statistical entity identification,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224791,100,Inapplicable (not repo URL),,,
R6287,R6286,Template-based question answering over RDF data,P45156,used datasets,R224787,resource,QALD,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224787,100,Inapplicable (not repo URL),,,
R6287,R6286,Template-based question answering over RDF data,P4059,Has url,L545120,url,http://autosparql-tbsl.dl-learner.org,100,Valid: has value,0,Not Valid: HTTP 404,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6287,R6286,Template-based question answering over RDF data,P14,description,L545119,literal,Proposed a model which parsed the NL question using predefined lexicons  and the,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,SCHEMAORG:description,description,L762179,literal,mask out some tokens from the input sentences and then trains the model to predi,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P4059,Has url,L545118,url,http://www.sc.cit-ec.uni-bielefeld.de/bela/,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,HAS_IMPLEMENTATION,implementation,R223140,resource,Question answering over linked data,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R223140,100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P45156,used datasets,R6234,resource,QALD-2,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6234,100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,HAS_METHOD,method,R223126,resource,Semantic similarity,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R223126,100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,HAS_METHOD,method,R6197,resource,String similarity,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R6197,100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,HAS_METHOD,method,R223125,resource,Index lookup ,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R223125,100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,HAS_METHOD,method,R223124,resource,LTAG ,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R223124,100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P14,description,L543941,literal,"a 5-steppipeline frame- work,  which  uses  templates  to  parse  the natural la",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,description,description,L502375,literal,"This comparison aims at providing the information (e.g., pre-training tasks, max",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502327,literal,NA,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502306,literal,Token shuffling,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502305,literal,NA,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502304,literal,Token shuffling,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502300,literal,Dropout,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502274,literal,NA,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502273,literal,NA,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502272,literal,NA,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L502271,literal,Test: 92.2,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L502270,literal,Dev: 92.4,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L502208,literal,Test: 92.5,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L502207,literal,Dev: 93.0,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59236,Results on STS benchmark corpus,L502197,literal,Test (Spearman's correlation): 79.39,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502187,literal,Dropout,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502186,literal,Cutoff,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502185,literal,Token shuffling,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R6291,R6290,Evaluation of a Layered Approach to Question Answe,P59046,Data augmentation technique,L502184,literal,Adversarial attack,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
